keyword	count	label	order	related
object real	14	noise		
total system	14	noise		
heterogeneous distributed	14	noise		
level programming	14	noise		
several technique	14	noise		
task order	14	noise		
still guaranteeing	14	noise		
simulation run	14	noise		
develop real	14	noise		
executable specification	14	noise		
applicable real	14	noise		
simple efficient	14	noise		
efficient architecture	14	noise		
resulting system	14	noise		
technique us	14	noise		
result implementation	14	noise		
propose integrated	14	noise		
algorithm order	14	noise		
use available	14	noise		
resource required	14	noise		
required application	14	noise		
system fault	14	noise		
system computer	14	noise		
second step	14	noise		
explosion problem	14	noise		
non preemptible	14	keyword	3036	preemptible
data control	14	noise		
used derive	14	noise		
presented system	14	noise		
workload system	14	noise		
used system	14	noise		
subset task	14	noise		
processor provide	14	noise		
algorithm schedule	14	noise		
algorithm demonstrated	14	noise		
token passing	14	keyword	2888	token
task due	14	noise		
data dependent	14	noise		
part real	14	noise		
algorithm time	14	noise		
guarantee execution	14	noise		
specific requirement	14	noise		
logic programming	14	noise		
could used	14	noise		
program construct	14	noise		
predictable memory	14	noise		
execution order	14	noise		
priority level	14	keyword	1986	priority
scheduling multiprocessor	14	noise		
vice versa	14	noise		
arbitrary number	14	noise		
performance measure	14	noise		
supporting real	14	noise		
requirement imposed	14	noise		
specified time	14	noise		
must satisfy	14	noise		
multiple resource	14	keyword	1533	resource
design complex	14	noise		
implementation complexity	14	noise		
describe approach	14	noise		
important requirement	14	noise		
timing error	14	relevant	1846	timing
programming approach	14	noise		
task activation	14	keyword	757	task
oriented paradigm	14	noise		
temporal behaviour	14	relevant	2465	temporal
system recent	14	noise		
deadline based	14	keyword	1871	deadline
evaluated term	14	noise		
task communication	14	keyword	758	task
software engineer	14	relevant	1620	software
technique distributed	14	noise		
key element	14	noise		
time signal	14	noise		
block diagram	14	noise		
study based	14	noise		
newly developed	14	noise		
false alarm	14	noise		
analysis implementation	14	noise		
hard task	14	keyword	759	task
scheduling soft	14	noise		
multimedia task	14	keyword	760	task
mapped onto	14	noise		
problem solution	14	noise		
time dynamic	14	noise		
system demand	14	noise		
automatic generation	14	relevant	3413	
network packet	14	keyword	1477	network
data loss	14	noise		
algorithm given	14	noise		
upper lower	14	noise		
address need	14	noise		
system various	14	noise		
task first	14	noise		
able reduce	14	noise		
effective solution	14	noise		
preemptive real	14	noise		
application stringent	14	noise		
three contribution	14	noise		
search technique	14	noise		
application user	14	noise		
evaluation system	14	relevant	581	system
many existing	14	noise		
temporal correctness	14	keyword	2466	temporal
scheme allows	14	noise		
implementation evaluation	14	noise		
different aspect	14	noise		
variable execution	14	noise		
qos constraint	14	relevant	1940	constraint
value based	14	noise		
developed algorithm	14	noise		
capable processing	14	noise		
image frame	14	relevant	1676	image
use distributed	14	noise		
degree freedom	14	noise		
search based	14	noise		
highly efficient	14	noise		
time context	14	noise	60	time
output data	14	noise		
waiting time	14	noise		
analysis rta	14	noise		
time infrastructure	14	noise		
transmission control	14	relevant	1411	control
industrial case	14	relevant	3414	
novel algorithm	14	noise		
performance approach	14	noise		
rate fps	14	noise		
log polar	14	noise		
window constrained	14	noise		
black box	14	noise		
protocol implemented	14	noise		
algorithm combine	14	noise		
random field	14	noise		
framework implemented	14	noise		
component used	14	noise		
vehicle detection	14	relevant	2477	detection
describes development	14	noise		
overhead introduced	14	noise		
system detect	14	noise		
resource kernel	14	noise		
environment simulation	14	noise		
colorado edu	14	noise		
tel fax	14	noise		
load store	14	noise		
case latency	14	noise		
frequently used	14	noise		
different simulation	14	noise		
report experience	14	noise		
recognition application	14	noise		
framework model	14	noise		
growing interest	14	noise		
system global	14	noise		
algorithm capable	14	noise		
weakly hard	14	keyword	3057	weakly
evaluation proposed	14	noise		
harmonic period	14	keyword	2592	period
system demonstrate	14	noise		
memory communication	14	noise		
success ratio	14	noise		
fit decreasing	14	noise		
framework proposed	14	noise		
compute upper	14	noise		
application approach	14	noise		
computational effort	14	noise		
operation mode	14	relevant	3415	
requirement performance	14	noise		
application scheduling	14	noise		
fast accurate	14	noise		
pipelined architecture	14	keyword	3416	
packet size	14	noise		
approach modeling	14	noise		
data acquired	14	noise		
running task	14	relevant	761	task
communication requirement	14	relevant	1926	communication
processing module	14	relevant	1711	processing
time result	14	noise		
quality video	14	noise		
used development	14	noise		
proposes method	14	noise		
programming technique	14	noise		
allocation scheduling	14	relevant	1202	scheduling
hand held	14	noise		
end performance	14	noise		
design principle	14	relevant	1366	design
designed based	14	noise		
system enables	14	noise		
processing image	14	noise		
based single	14	noise		
system memory	14	noise		
performance bottleneck	14	noise		
model defined	14	noise		
process used	14	noise		
based assumption	14	noise		
must considered	14	noise		
directed acyclic	14	keyword	3417	
maintaining high	14	noise		
language support	14	noise		
deterministic behavior	14	relevant	3418	
result illustrate	14	noise		
processing rate	14	relevant	1712	processing
object system	14	noise		
slack time	14	keyword	61	time
practical issue	14	noise		
problem proposed	14	noise		
use dynamic	14	noise		
system qos	14	noise		
thus reducing	14	noise		
multi version	14	noise		
fully preemptive	14	keyword	2627	preemptive
algorithm high	14	noise		
implemented prototype	14	noise		
stage system	14	noise		
vision problem	14	noise		
different scenario	14	noise		
programming scheme	14	noise		
small amount	14	noise		
system evaluated	14	noise		
level information	14	noise		
processor network	14	relevant	1478	network
based hybrid	14	noise		
work proposes	14	noise		
analysis propose	14	noise		
given time	14	noise		
background subtraction	14	noise		
level analysis	14	noise		
systematic approach	14	noise		
running application	14	noise		
loss rate	14	noise		
encouraging result	14	noise		
previous study	14	noise		
node may	14	noise		
stereo matching	14	noise		
main idea	14	noise		
present first	14	noise		
fault detection	14	keyword	2279	fault
structure used	14	noise		
computational requirement	14	noise		
nuclear fusion	14			
application due	14	noise		
video content	14	noise		
used construct	14	noise		
used verify	14	noise		
runtime environment	14	noise		
differentiated service	14	noise		
algorithm efficient	14	noise		
propose dynamic	14	noise		
acquisition control	14	relevant	1412	control
object computing	14	relevant	1804	object
designing implementing	14			
application designer	14	noise		
application service	14	relevant	878	application
architecture capable	14	noise		
result test	14	noise		
schedulable task	14	relevant	762	task
three step	14	noise		
frequency domain	14	noise		
improvement compared	14	noise		
buffer space	14	noise		
temporal spatial	14	noise		
aware real	14	noise		
work describes	14	noise		
silicon area	14	noise		
approach compared	14	noise		
peak signal	14	noise		
performance cost	14	relevant	1285	performance
compare approach	14	noise		
level simulation	14	noise		
problem since	14	noise		
access data	14	noise		
time throughput	14	noise		
approach implemented	14	noise		
role based	14	noise		
cellular network	14	keyword	1479	network
software layer	14	relevant	1621	software
communication among	14	noise		
multimedia streaming	14	relevant	2614	multimedia
processor demand	14	keyword	1583	processor
key design	14	noise		
portable device	14	relevant	2205	device
platform specific	14	noise		
conventional method	14	noise		
offer significant	14	noise		
system monitor	14	noise		
network technology	14	noise		
full duplex	14	keyword	3419	
primary backup	14	noise		
reduction number	14	noise		
failure rate	14	noise		
legacy application	14	noise		
challenging issue	14	noise		
different communication	14	noise		
monthly mean	14	noise		
image available	14	noise		
variable length	14	noise		
support multi	14	noise		
would like	14	noise		
user service	14	noise		
middleware system	14	keyword	582	system
sleep state	14	noise		
qos control	14	keyword	1413	control
control network	14	relevant	1414	control
design problem	14	noise		
based timing	14	noise		
well high	14	noise		
software model	14	relevant	1127	model
analysis provides	14	noise		
data time	14	noise		
grid service	14	noise		
mapping task	14	noise		
reduce overall	14	noise		
performance existing	14	noise		
energy source	14	noise		
based access	14	noise		
algorithm namely	14	noise		
applicability approach	14	noise		
amount memory	14	noise		
issue propose	14	noise		
system could	14	noise		
matlab simulink	14	relevant	2994	matlab
across different	14	noise		
resource limited	14	noise		
functional block	14	relevant	2665	functional
video object	14	noise		
non negligible	14	noise		
physical memory	14	noise		
relevant information	14	noise		
cache aware	14	keyword	2220	cache
task partitioning	14	keyword	763	task
engine control	14	keyword	1415	control
tool chain	14	noise		
time vision	14	noise		
video encoder	14	noise		
time power	14	noise		
cache line	14	keyword	2221	cache
consumption compared	14	noise		
propagation model	14	relevant	1128	model
processor platform	14	relevant	1584	processor
data size	14	noise		
main task	14	noise		
term energy	14	noise		
technique improve	14	noise		
platform proposed	14	noise		
mass storage	14	relevant	3421	
virtex ii	14	noise		
photomultiplier tube	14	noise		
communication schedule	14	relevant	1927	communication
demand high	14	noise		
detector readout	14	relevant	2353	detector
detector control	14	relevant	1416	control
beam test	14	noise		
streaming data	14	noise		
highly configurable	14	noise		
testing process	14	noise		
running multi	14	noise		
inter core	14	noise		
outperforms state	14	noise		
collection job	14	noise		
avc video	14	noise		
battery cell	14			
readout board	14	noise		
zero slack	14	keyword	2849	slack
hybrid cache	14	noise		
hd tree	14	noise		
window memoization	14	noise		
mobile cloud	14	noise		
processor first	13	noise		
without loss	13	noise		
time value	13	noise		
actual execution	13	noise		
help improve	13	noise		
allocation task	13	noise		
information provided	13	noise		
advantage approach	13	noise		
acceptance test	13	relevant	3422	
algorithm must	13	noise		
task request	13	relevant	764	task
line real	13	noise		
allocation policy	13	relevant	2572	allocation
different priority	13	noise		
knowledge based	13	noise		
basic idea	13	noise		
performance enhancement	13	noise		
difficult task	13	noise		
increasing interest	13	noise		
memory device	13	relevant	1766	memory
data consistency	13	relevant	1052	data
avoid unnecessary	13	noise		
best possible	13	noise		
model algorithm	13	noise		
time prediction	13	noise		
message set	13	noise		
approach us	13	noise		
underlying hardware	13	noise		
support time	13	noise		
various real	13	noise		
task algorithm	13	noise		
algorithm require	13	noise		
system independent	13	noise		
level system	13	noise		
transaction size	13	noise		
study focus	13	noise		
significantly increase	13	noise		
algorithm dynamic	13	noise		
within single	13	noise		
optimistic approach	13	noise		
net based	13	relevant	3423	
model time	13	noise		
engineering process	13	noise		
functional behavior	13	noise		
state system	13	noise		
technique implemented	13	noise		
model object	13	noise		
heuristic search	13	keyword	2705	heuristic
algorithm usually	13	noise		
performance impact	13	noise		
control problem	13	noise		
characteristic real	13	noise		
without degrading	13	noise		
system unpredictable	13	noise		
integrated real	13	noise		
time mach	13	noise		
scheduling message	13	noise		
used task	13	noise		
architecture description	13	noise		
software real	13	noise		
analysis application	13	noise		
algorithm exist	13	noise		
multi thread	13	relevant	2611	thread
proposed strategy	13	noise		
critical non	13	noise		
analyze performance	13	noise		
finding feasible	13	noise		
may become	13	noise		
much smaller	13	noise		
contribution research	13	noise		
computed tomography	13	not-relevant		
based local	13	noise		
achieves high	13	noise		
system studied	13	noise		
case computation	13	noise		
effectiveness algorithm	13	noise		
performance parameter	13	noise		
concurrent task	13	keyword	765	task
present general	13	noise		
flexible manufacturing	13	noise		
discus design	13	noise		
future work	13	noise		
navigation system	13	keyword	583	system
system language	13	noise		
different degree	13	noise		
among multiple	13	noise		
algorithm multiprocessor	13	noise		
amount computation	13	noise		
architecture high	13	noise		
network distributed	13	noise		
investigate performance	13	noise		
practical system	13	noise		
level scheduler	13	keyword	2433	scheduler
system periodic	13	noise		
set feasible	13	noise		
system technology	13	noise		
rate change	13	noise		
robot control	13	keyword	1417	control
cycle time	13	noise		
line line	13	noise		
system user	13	noise		
verification process	13	noise		
graph model	13	noise		
algorithm architecture	13	noise		
performance resource	13	noise		
task identical	13	noise		
show approach	13	noise		
system combine	13	noise		
control approach	13	noise		
becoming important	13	noise		
use object	13	noise		
application well	13	noise		
time responsiveness	13	noise		
approach consists	13	noise		
triggered task	13	noise		
step design	13	noise		
application behavior	13	noise		
used application	13	noise		
reliability real	13	noise		
local clock	13	keyword	2567	clock
performance processor	13	noise		
algorithm suitable	13	noise		
clock rate	13	keyword	2116	rate
study effect	13	noise		
process scheduling	13	keyword	1203	scheduling
global scheduler	13	keyword	2434	scheduler
timing failure	13	relevant	1847	timing
type real	13	noise		
result reported	13	noise		
digital control	13	noise		
loop control	13	noise		
system particularly	13	noise		
distributed network	13	keyword	1480	network
demand application	13	noise		
application describes	13	noise		
change detection	13	noise		
global resource	13	keyword	1534	resource
parameter task	13	noise		
control function	13	relevant	1418	control
multiframe task	13	keyword	766	task
platform developed	13	noise		
image feature	13	noise		
number real	13	noise		
physical resource	13	noise		
present overview	13	noise		
user application	13	noise		
system cache	13	noise		
performance advantage	13	noise		
end system	13	noise		
develop efficient	13	noise		
middleware support	13	noise		
requirement present	13	noise		
mixed integer	13	noise		
transmission scheduling	13	keyword	1204	scheduling
camera image	13	noise		
program running	13	noise		
hit miss	13	noise		
analysis software	13	noise		
based notion	13	noise		
test method	13	noise		
time order	13	noise		
local remote	13	noise		
recognition accuracy	13	noise		
highly variable	13	noise		
problem formulated	13	noise		
interval based	13	relevant	3424	
external clock	13	keyword	2568	clock
transmission delay	13	keyword	2301	delay
deadline guarantee	13	noise		
collect data	13	noise		
information service	13	noise		
qos quality	13	noise		
approach specification	13	noise		
scheme provide	13	noise		
system fast	13	noise		
proved correct	13	noise		
proposed implemented	13	noise		
trend towards	13	noise		
adapt change	13	noise		
algorithm including	13	noise		
overhead incurred	13	noise		
system employ	13	noise		
oriented development	13	noise		
communication link	13	keyword	1928	communication
approach reduces	13	noise		
markov random	13	noise		
micro controller	13	relevant	3425	
interrupt service	13	keyword	1732	service
access tdma	13	noise		
linux rk	13	noise		
broker orb	13	noise		
provides contribution	13	noise		
time quality	13	noise		
test used	13	noise		
underlying system	13	noise		
cache partition	13	keyword	2222	cache
feature space	13	noise		
edu source	13	noise		
run real	13	noise		
cache block	13	keyword	2223	cache
improve accuracy	13	noise		
extensively used	13	noise		
preemptive uniprocessor	13	keyword	2628	preemptive
template matching	13	noise		
supply chain	13			
thus allowing	13	noise		
image coding	13	noise		
data read	13	noise		
improvement performance	13	noise		
language java	13	noise		
wireless channel	13	relevant	2451	wireless
transmission rate	13	keyword	2117	rate
oriented modeling	13	noise		
evaluated performance	13	noise		
existing analysis	13	noise		
integrity real	13	noise		
service network	13	relevant	1481	network
based three	13	noise		
bound wcet	13	noise		
machine code	13	relevant	2596	machine
several experiment	13	noise		
timeliness guarantee	13	keyword	2273	guarantee
implementation architecture	13	noise		
system mobile	13	noise		
time logic	13	keyword	62	time
advanced feature	13	noise		
area research	13	noise		
method provides	13	noise		
bound end	13	noise		
high volume	13	relevant	3426	
service request	13	relevant	1733	service
task simulation	13	noise		
application work	13	noise		
verification method	13	noise		
adaptive fault	13	noise		
le critical	13	noise		
presented work	13	noise		
memory protection	13	keyword	1767	memory
service application	13	noise		
service provide	13	noise		
recognition rate	13	noise		
purpose system	13	noise		
state update	13	noise		
based combination	13	noise		
feasible solution	13	relevant	3427	
stringent timing	13	noise		
timing resolution	13	keyword	1848	timing
image captured	13	noise		
based test	13	noise		
system standard	13	noise		
implementing real	13	noise		
application demand	13	noise		
task attribute	13	noise		
different hardware	13	noise		
recent trend	13	noise		
time cpu	13	noise		
simulation performed	13	noise		
algorithm tested	13	noise		
communication application	13	noise		
distributed resource	13	keyword	1535	resource
benchmark application	13	noise		
remote sensing	13	relevant	3428	
accessing shared	13	noise		
set rule	13	noise		
assignment task	13	noise		
temporal validity	13	keyword	2467	temporal
middleware framework	13	noise		
java real	13	noise		
collection algorithm	13	noise		
deadline propose	13	noise		
illumination change	13	noise		
processing requirement	13	noise		
network model	13	keyword	1129	model
methodology used	13	noise		
network approach	13	noise		
scheduled edf	13	noise		
determine worst	13	noise		
describes novel	13	noise		
task use	13	noise		
architecture corba	13	noise		
performance achieved	13	noise		
use memory	13	noise		
java language	13	relevant	2510	java
proof correctness	13	noise		
application address	13	noise		
approach provide	13	noise		
system end	13	noise		
application since	13	noise		
designed real	13	noise		
industrial real	13	noise		
visual system	13	relevant	584	system
help reduce	13	noise		
system mechanism	13	noise		
reduces energy	13	noise		
parallel processor	13	keyword	1585	processor
network mobile	13	noise		
hard disk	13	noise		
application first	13	noise		
moreover proposed	13	noise		
achieves significant	13	noise		
strategy proposed	13	noise		
presented discussed	13	noise		
important task	13	noise		
detailed analysis	13	noise		
platform real	13	noise		
architecture software	13	noise		
system satisfy	13	noise		
main characteristic	13	noise		
composite event	13	noise		
enables user	13	noise		
system heterogeneous	13	noise		
task usually	13	noise		
sufficient necessary	13	noise		
information real	13	noise		
case time	13	noise		
complete system	13	noise		
approach achieve	13	noise		
overhead proposed	13	noise		
developed method	13	noise		
control framework	13	noise		
application multimedia	13	noise		
monitoring tool	13	noise		
achieve desired	13	noise		
battery operated	13			
radio signal	13	keyword	2313	signal
system recently	13	noise		
tmo time	13	noise		
error resilient	13	noise		
experiment based	13	relevant	3429	
dynamic application	13	noise		
data available	13	noise		
data traffic	13	relevant	1053	data
periodic message	13	keyword	2482	periodic
event event	13	noise		
compare result	13	noise		
architecture make	13	noise		
negative impact	13	noise		
oriented approach	13	noise		
formal approach	13	noise		
time multicast	13	noise		
source destination	13	noise		
quality image	13	relevant	1677	image
problem system	13	noise		
traffic pattern	13	relevant	2578	traffic
main objective	13	noise		
provide sufficient	13	noise		
scaling factor	13	keyword	3430	
parallel data	13	relevant	1054	data
component interaction	13	noise		
key requirement	13	noise		
based functional	13	noise		
performance network	13	noise		
short term	13	noise		
deadline violation	13	relevant	1872	deadline
simulation component	13	noise		
industrial system	13	noise		
different processing	13	noise		
application typically	13	noise		
replication scheme	13	noise		
question whether	13	noise		
model component	13	noise		
fault management	13	keyword	2280	fault
technology developed	13	noise		
design framework	13	noise		
scale network	13	noise		
problem many	13	noise		
memory block	13	keyword	1768	memory
decrease number	13	noise		
dense time	13	keyword	63	time
time hardware	13	noise		
smart object	13	noise		
focus real	13	noise		
complexity proposed	13	noise		
rate high	13	noise		
load distribution	13	keyword	2621	load
upper layer	13	noise		
rapid development	13	noise		
distributed version	13	noise		
extensive set	13	noise		
object segmentation	13	relevant	1805	object
organic computing	13	noise		
self property	13	noise		
experiment data	13	noise		
dvs technique	13	noise		
processor frequency	13	keyword	1586	processor
amount energy	13	noise		
system implement	13	noise		
study demonstrate	13	noise		
extensive evaluation	13	noise		
enabled component	13	noise		
data produced	13	noise		
distribution service	13	noise		
federate migration	13	noise		
actuator network	13	noise		
overhead due	13	noise		
system performs	13	noise		
context information	13	noise		
cpu scheduler	13	relevant	2435	scheduler
algorithm image	13	noise		
known algorithm	13	noise		
changing environment	13	relevant	3431	
intra prediction	13	relevant	3432	
collaborative virtual	13	noise		
work show	13	noise		
acquired data	13	noise		
application subsystem	13	noise		
system multi	13	noise		
management dpm	13	noise		
transmission power	13	keyword	2087	power
existing solution	13	noise		
pause time	13	noise		
learning algorithm	13	relevant	947	algorithm
depth map	13			
nested transaction	13	noise		
system clock	13	keyword	585	system
networked embedded	13	noise		
application mapping	13	noise		
well simulation	13	noise		
clock period	13	relevant	2569	clock
energy time	13	noise		
carlo simulation	13	noise		
aware task	13	noise		
end data	13	noise		
data must	13	noise		
converter tdc	13	noise		
information dissemination	13	noise		
physical layer	13	relevant	3433	
model level	13	noise		
memory module	13	keyword	1769	memory
without significant	13	noise		
set benchmark	13	noise		
application onto	13	noise		
fast data	13	noise		
atlas detector	13	noise		
embedded multi	13	noise		
chapter provides	13	noise		
pixel sensor	13	relevant	2253	sensor
detector module	13	relevant	2354	detector
probabilistic worst	13	noise		
interaction rate	13	noise		
calorimeter trigger	13	noise		
lhc experiment	13	not-relevant		
national instrument	13	noise		
speed serial	13	noise		
event reconstruction	13	relevant	2153	event
high complexity	13	relevant	2293	complexity
linear accelerator	13	noise		
electron beam	13	noise		
form factor	13	relevant	3434	
cern hadron	13	not-relevant		
fully exploit	13	noise		
tile calorimeter	13	noise		
network management	13	relevant	1482	network
transactional agent	13	noise		
low resolution	13	noise		
scalable video	13	noise		
wirelesshart network	13	noise		
real hardware	13	relevant	1908	hardware
dual core	13	keyword	2242	core
zernike moment	13	noise		
divisible load	13	keyword	2622	load
cache hierarchy	13	keyword	2224	cache
synchronous dataflow	13	keyword	2722	synchronous
buffer capacity	13	noise		
mobile embedded	13	noise		
address translation	13	noise		
fpga architecture	13	relevant	2375	fpga
data aggregation	13	relevant	1055	data
multi path	13	noise		
triggered distributed	13	noise		
memory intensive	13	noise		
detector electronics	13	noise		
pet system	13	noise		
chip mpsocs	13	noise		
different core	13	noise		
balancing system	13	noise		
mitral valve	13	noise		
readout module	13	noise		
rear transition	13	noise		
transition module	13	noise		
hevc standard	13	noise		
algorithm meet	12	noise		
specification method	12	noise		
time hard	12	noise		
deadline aperiodic	12	noise		
system fixed	12	noise		
task guaranteed	12	noise		
provide basis	12	noise		
task uniprocessor	12	noise		
method simulation	12	noise		
source level	12	noise		
model dynamic	12	noise		
cyclic executive	12	noise		
aspect real	12	noise		
complexity analysis	12	keyword	1316	analysis
analysis presented	12	noise		
value density	12	noise		
scheduling data	12	noise		
variety real	12	noise		
result study	12	noise		
system rtdbs	12	noise		
major part	12	noise		
build upon	12	noise		
period task	12	noise		
system defined	12	noise		
transaction system	12	noise		
timing parameter	12	relevant	1849	timing
executing real	12	noise		
schedulability problem	12	noise		
protocol support	12	noise		
impact performance	12	noise		
used analyze	12	noise		
problem based	12	noise		
task need	12	noise		
algorithm outperforms	12	noise		
number concurrent	12	noise		
reliability system	12	noise		
pattern matching	12	relevant	2584	pattern
promising result	12	noise		
system low	12	noise		
formal language	12	relevant	2672	formal
hardware real	12	noise		
scheduling protocol	12	relevant	1205	scheduling
model analysis	12	relevant	1130	model
scheduled real	12	noise		
may need	12	noise		
transaction may	12	noise		
component real	12	noise		
multiprocessor environment	12	keyword	2419	multiprocessor
time due	12	noise		
problem minimizing	12	noise		
among various	12	noise		
implementation distributed	12	noise		
processor resource	12	relevant	1536	resource
detection recovery	12	noise		
much lower	12	noise		
lower cost	12	noise		
time cache	12	noise		
environment support	12	noise		
abstract model	12	relevant	1131	model
different method	12	noise		
active object	12	noise		
performance comparison	12	noise		
temporal characteristic	12	noise		
illustrate use	12	noise		
design consideration	12	relevant	1367	design
implemented evaluated	12	noise		
communication scheduling	12	keyword	1206	scheduling
scheduling application	12	noise		
system goal	12	noise		
task release	12	noise		
function time	12	noise		
order execution	12	noise		
master slave	12	keyword	3435	
algorithm without	12	noise		
production system	12	noise		
accurate analysis	12	noise		
actual system	12	noise		
high probability	12	relevant	2744	probability
requirement specified	12	noise		
frequency task	12	noise		
average performance	12	noise		
important performance	12	noise		
whether task	12	noise		
time schedule	12	noise		
synthesis tool	12	noise		
synthesis technique	12	noise		
tree based	12	relevant	3436	
reusable component	12	relevant	1827	component
bound derived	12	noise		
requirement embedded	12	noise		
average worst	12	noise		
data parallel	12	noise		
application meet	12	noise		
approach propose	12	noise		
communication time	12	keyword	64	time
micro kernel	12	keyword	2535	kernel
send receive	12	noise		
used distributed	12	noise		
work motivated	12	noise		
present performance	12	noise		
system hand	12	noise		
salient feature	12	noise		
presented real	12	noise		
novel real	12	noise		
system multiprocessor	12	noise		
control program	12	noise		
system feature	12	noise		
provide useful	12	noise		
oriented method	12	noise		
well system	12	noise		
system enable	12	noise		
application describe	12	noise		
probability density	12			
computer based	12	noise		
scheduling constraint	12	relevant	1207	scheduling
performance simulation	12	noise		
correctness real	12	noise		
describes architecture	12	noise		
problem due	12	noise		
scheme implemented	12	noise		
practical problem	12	noise		
computer controlled	12	noise		
kalman filtering	12	keyword	2986	kalman
industrial process	12	noise		
deadline may	12	noise		
linear program	12	noise		
well application	12	noise		
associative cache	12	keyword	2225	cache
architecture use	12	noise		
technique make	12	noise		
priority system	12	noise		
variable bit	12	noise		
performance improved	12	noise		
loop iteration	12	noise		
estimation worst	12	noise		
approach performance	12	noise		
life application	12	noise		
given processor	12	noise		
execution unit	12	relevant	3437	
present fast	12	noise		
pre run	12	noise		
problem dynamic	12	noise		
time industrial	12	noise		
running processor	12	noise		
provides efficient	12	noise		
verification timing	12	noise		
based feedback	12	noise		
proven correct	12	noise		
computing capacity	12	relevant	3438	
admission controller	12	keyword	2808	admission
achieve best	12	noise		
affect performance	12	noise		
algorithm edf	12	noise		
contribution first	12	noise		
approach described	12	noise		
cache cache	12	noise		
bound system	12	noise		
strategy used	12	noise		
overly pessimistic	12	noise		
based information	12	noise		
host computer	12	relevant	2393	computer
preemptive execution	12	keyword	2629	preemptive
suitable use	12	noise		
requirement may	12	noise		
task allocated	12	noise		
time reactive	12	noise		
distribution management	12	relevant	3439	
case real	12	noise		
make three	12	noise		
well real	12	noise		
application single	12	noise		
implemented java	12	noise		
time method	12	noise		
estimating worst	12	noise		
success rate	12	keyword	2118	rate
dsp system	12	noise		
multithreaded processor	12	keyword	1587	processor
however technique	12	noise		
detection technique	12	noise		
uni processor	12	keyword	1588	processor
scheduling proposed	12	noise		
compare different	12	noise		
reservation mechanism	12	keyword	2772	reservation
external environment	12	relevant	3440	
acsr vp	12	noise		
research done	12	noise		
partitioning scheme	12	keyword	3441	
based video	12	noise		
rate video	12	noise		
mean square	12	noise		
technology based	12	noise		
scheduling time	12	keyword	65	time
deadline period	12	noise		
non safety	12	relevant	2532	safety
fundamental issue	12	noise		
total bandwidth	12	noise		
line segment	12	noise		
may applied	12	noise		
important component	12	noise		
several key	12	noise		
assembly code	12	noise		
constant bandwidth	12	noise		
guarantee timely	12	noise		
advanced video	12	noise		
end response	12	noise		
improve response	12	noise		
mechanism implemented	12	noise		
use simple	12	noise		
random number	12	relevant	3442	
processing board	12	noise		
system processing	12	noise		
used control	12	noise		
effective method	12	noise		
lock based	12	relevant	2839	lock
key role	12	noise		
technique model	12	noise		
used compute	12	noise		
reservation system	12	keyword	586	system
huge amount	12	noise		
filter used	12	noise		
approach require	12	noise		
better result	12	noise		
system cost	12	noise		
speed algorithm	12	noise		
deadline assignment	12	relevant	1873	deadline
transaction must	12	noise		
time higher	12	noise		
packet switched	12	keyword	2652	packet
hardware solution	12	noise		
space variant	12	noise		
based java	12	noise		
term computational	12	noise		
task migrate	12	noise		
first describes	12	noise		
latency bound	12	keyword	2182	bound
wireless system	12	keyword	587	system
static approach	12	noise		
application requiring	12	noise		
different timing	12	noise		
efficient manner	12	noise		
proposes efficient	12	noise		
required performance	12	noise		
order evaluate	12	noise		
meet need	12	noise		
class system	12	noise		
within real	12	noise		
based search	12	noise		
result applying	12	noise		
obtain optimal	12	noise		
increase system	12	noise		
improve quality	12	noise		
executing application	12	noise		
imaging technique	12	noise		
functional non	12	noise		
computer engineering	12	relevant	2394	computer
system object	12	noise		
exchange data	12	noise		
comparison existing	12	noise		
larger number	12	noise		
recognition task	12	noise		
code transformation	12	noise		
line analysis	12	noise		
user requirement	12	relevant	3444	
image presented	12	noise		
meet stringent	12	noise		
virtual deadline	12	keyword	1874	deadline
different execution	12	noise		
sorting algorithm	12	relevant	948	algorithm
architecture however	12	noise		
color space	12	relevant	3445	
application multi	12	noise		
originally designed	12	noise		
low jitter	12	relevant	2791	jitter
based well	12	noise		
multi camera	12	noise		
data taken	12	noise		
efficient schedulability	12	keyword	2162	schedulability
take care	12	noise		
system protocol	12	relevant	588	system
division multiplexing	12	noise		
set simulation	12	noise		
however system	12	noise		
network qos	12	noise		
language uml	12	noise		
order enable	12	noise		
key point	12	noise		
thread execution	12	noise		
meet demand	12	noise		
robotic system	12	keyword	589	system
reliability requirement	12	noise		
based environment	12	noise		
evaluate approach	12	noise		
virtual channel	12	noise		
low frequency	12	relevant	2543	frequency
dependability requirement	12	noise		
throughput requirement	12	noise		
several method	12	noise		
architecture called	12	noise		
measurement system	12	keyword	590	system
useful information	12	noise		
reduce time	12	noise		
wcet calculation	12	keyword	2383	wcet
cost model	12	keyword	1132	model
approach first	12	noise		
communication framework	12	noise		
level criticality	12	noise		
time even	12	noise		
modified version	12	noise		
leading edge	12	noise		
number thread	12	noise		
middleware technology	12	noise		
sliding window	12	noise		
evaluate system	12	noise		
much work	12	noise		
global monthly	12	noise		
power model	12	keyword	1133	model
fault occur	12	relevant	2281	fault
computer aided	12	relevant	2395	computer
memory however	12	noise		
result suggest	12	noise		
different qos	12	noise		
based fault	12	noise		
based fixed	12	noise		
cache size	12	noise		
analysis make	12	noise		
cost time	12	noise		
level synthesis	12	noise		
