keyword	count	label 
time reactive system	8	
widely used real	8	
safety critical hard	8	
critical hard real	8	
time system becoming	8	
hard aperiodic task	8	
extensive simulation study	8	
effectiveness real time	8	
novel scheduling algorithm	8	
energy consumption system	8	
presented proved correct	8	
internal clock synchronization	8	
real time orb	8	
however little work	8	
technique widely used	8	
bit rate video	8	
fast fourier transform	8	
scheduling set task	8	
coloured petri net	8	
video compression standard	8	
performance proposed scheme	8	
system design implementation	8	
random number generator	8	
signal processor dsps	8	
fixed priority real	8	
high speed network	8	
tm digital signal	8	
time multiprocessor system	8	
achieve high performance	8	
schedulability test proposed	8	
performance evaluation result	8	
transfer mode atm	8	
hand gesture recognition	8	
scheduler real time	8	
energy aware scheduling	8	
time analysis method	8	
desired real time	8	
based response time	8	
time wcet real	8	
real time stream	8	
acyclic graph dag	8	
control system dc	8	
dedicated real time	8	
time application running	8	
quality service guarantee	8	
improve real time	8	
service qos guarantee	8	
guaranteeing real time	8	
inter task cache	8	
achieving fault tolerance	8	
thread real time	8	
control system control	8	
evaluate performance proposed	8	
allowing real time	8	
distributed multimedia application	8	
effective real time	8	
exact schedulability analysis	8	
reducing power consumption	8	
proposed scheduling algorithm	8	
mpeg video stream	8	
neural network based	8	
time scheduling analysis	8	
real time connection	8	
experimental result showing	8	
time application require	8	
group communication protocol	8	
component based approach	8	
artificial neural network	8	
becoming increasingly popular	8	
analysis distributed real	8	
hardware software codesign	8	
machine vision application	8	
satisfying timing constraint	8	
real time dependable	8	
inter processor communication	8	
calculate worst case	8	
low pas filter	8	
executed real time	8	
embedded system become	8	
allows real time	8	
memory real time	8	
wcet worst case	8	
hardware software design	8	
play crucial role	8	
improve system performance	8	
based genetic algorithm	8	
particular real time	8	
distributed object management	8	
message passing interface	8	
message scheduling algorithm	8	
different level criticality	8	
first real time	8	
predictable timing behavior	8	
phased array radar	8	
asynchronous periodic task	8	
distributed interactive simulation	8	
mean sea surface	8	
global monthly mean	8	
global climatological monthly	8	
statistical real time	8	
system port program	8	
port program national	8	
program national ocean	8	
ocean service no	8	
service no support	8	
no support safe	8	
support safe cost	8	
safe cost efficient	8	
cost efficient navigation	8	
efficient navigation providing	8	
navigation providing ship	8	
providing ship master	8	
ship master pilot	8	
master pilot accurate	8	
pilot accurate real	8	
information required avoid	8	
required avoid grounding	8	
avoid grounding collision	8	
grounding collision port	8	
collision port response	8	
port response mariner	8	
mariner observation noaa	8	
observation noaa published	8	
noaa published water	8	
published water level	8	
water level current	8	
level current prediction	8	
actual condition prediction	8	
condition prediction include	8	
prediction include important	8	
include important forcing	8	
important forcing function	8	
forcing function wind	8	
function wind river	8	
wind river flow	8	
port data include	8	
data include water	8	
include water level	8	
water level predicted	8	
level predicted observed	8	
predicted observed surface	8	
observed surface wind	8	
surface wind speed	8	
wind speed direction	8	
speed direction wind	8	
direction wind gust	8	
wind gust air	8	
gust air temperature	8	
air temperature water	8	
temperature water temperature	8	
measurement station located	8	
ascii file gif	8	
file gif image	8	
gif image available	8	
image available port	8	
available port website	8	
port website data	8	
website data updated	8	
data updated every	8	
every minute addition	8	
minute addition web	8	
addition web access	8	
web access telephone	8	
access telephone voice	8	
telephone voice access	8	
voice access accurate	8	
access accurate real	8	
level information available	8	
information available access	8	
available access voice	8	
access voice data	8	
voice data response	8	
data response system	8	
response system contact	8	
system contact noaa	8	
west highway ssmc	8	
highway ssmc silver	8	
ssmc silver spring	8	
time system scheduled	8	
higher priority job	8	
hardware software system	8	
high level synthesis	8	
multiprocessor platform considered	8	
scheduling periodic sporadic	8	
approach worst case	8	
hierarchical real time	8	
modern embedded system	8	
preemption threshold scheduling	8	
distributed simulation system	8	
intellectual property ip	8	
single path code	8	
domain specific modeling	8	
system become increasingly	8	
qos management scheme	8	
scheduling soft real	8	
model driven architecture	8	
well known technique	8	
real time code	8	
address issue propose	8	
system dynamic voltage	8	
low computational cost	8	
technique dynamic voltage	8	
better performance term	8	
rate real time	8	
real time wireless	8	
application soft real	8	
modern computing system	8	
analog digital conversion	8	
support vector machine	8	
dc dc converter	8	
scaling dvs technique	8	
multiple feasible interval	8	
fair scheduling algorithm	8	
model based approach	8	
scale distributed system	8	
global real time	8	
single point failure	8	
energy physic hep	8	
enabling real time	8	
three main contribution	8	
trigger system designed	8	
propose novel method	8	
end end task	8	
complex embedded system	8	
acquisition tdaq system	8	
system atlas experiment	8	
simulation experimental result	8	
ubiquitous computing application	8	
efficiency proposed method	8	
open source software	8	
level calorimeter trigger	8	
atlas trigger data	8	
integer linear program	8	
execution time energy	8	
time triggered network	8	
aware power management	8	
global edf scheduling	8	
cluster based scheduling	8	
derive upper bound	8	
processing element pe	8	
reactive speed control	8	
lowest priority task	8	
mixed integer linear	8	
dynamic range image	8	
high frame rate	8	
dimensional sensitivity analysis	8	
implemented xilinx virtex	8	
stream real time	8	
triggered distributed object	8	
comparison state art	8	
self configuration self	8	
time discrete event	8	
scalable video coding	8	
application igi global	8	
body sensor network	8	
electron laser hamburg	8	
compact muon solenoid	8	
detector hadron collider	8	
data front end	8	
central control system	8	
particle physic experiment	8	
compute unified device	8	
pre emption cost	8	
safe upper bound	8	
criticality scheduling algorithm	8	
property like self	8	
hormone system ahs	8	
physic strongly matter	8	
strongly matter quark	8	
matter quark gluon	8	
micro telecommunication computing	8	
transition module rtm	8	
control system epic	8	
real time memory	8	
dynamic command scheduling	8	
coding unit cu	8	
arm big little	8	
motion estimation system	8	
non blocking algorithm	8	
bound priority inversion	7	
deadline aperiodic task	7	
hard deadline periodic	7	
time system timing	7	
time system composed	7	
task scheduled fixed	7	
time system dynamic	7	
problem scheduling task	7	
task scheduled according	7	
scheduling algorithm guarantee	7	
time locking protocol	7	
slack stealing algorithm	7	
meet timing requirement	7	
time system set	7	
resource sharing among	7	
obtained real time	7	
basic priority inheritance	7	
embedded system system	7	
real time temporal	7	
access shared data	7	
real time ai	7	
based scheduling approach	7	
scheduling algorithm earliest	7	
operating system hardware	7	
scheduling set sporadic	7	
set sporadic task	7	
request real time	7	
earliest deadline scheduling	7	
scheduling algorithm result	7	
data intensive real	7	
strict timing constraint	7	
upon real time	7	
system take advantage	7	
related real time	7	
realtime operating system	7	
adaptable real time	7	
case execution path	7	
system computer system	7	
guarantee response time	7	
rule based program	7	
response time requirement	7	
towards real time	7	
time system presented	7	
computation time task	7	
task meet timing	7	
flexible manufacturing system	7	
operating system application	7	
time system scheduling	7	
intractable np hard	7	
time hard real	7	
embedded hard real	7	
time multiprocessor scheduling	7	
number priority level	7	
hardware software architecture	7	
behaviour real time	7	
shared data structure	7	
real time well	7	
object oriented method	7	
time system specification	7	
time software development	7	
time system become	7	
used hard real	7	
open system architecture	7	
real time remote	7	
time system depends	7	
fault tolerant software	7	
step first step	7	
periodic hard real	7	
time system designer	7	
guarantee hard real	7	
real time activity	7	
analysis technique distributed	7	
multiframe task model	7	
task multiprocessor system	7	
main advantage proposed	7	
fixed priority system	7	
best case execution	7	
maximum number iteration	7	
provide performance guarantee	7	
performance proposed approach	7	
exact response time	7	
linear programming formulation	7	
level fault tolerance	7	
static dynamic scheduling	7	
find near optimal	7	
design implementation performance	7	
time scheduling approach	7	
timing analysis real	7	
many distributed real	7	
resource management algorithm	7	
feedback control theory	7	
study problem scheduling	7	
polynomial time schedulability	7	
optimal resource allocation	7	
target real time	7	
guarantee task set	7	
network widely used	7	
distribution management ddm	7	
time system wcet	7	
computes worst case	7	
provides contribution study	7	
timed process algebra	7	
perform schedulability analysis	7	
sea ice concentration	7	
constraint logic programming	7	
accurate timing analysis	7	
simulation high level	7	
well known real	7	
even worst case	7	
worst case condition	7	
image real time	7	
soft aperiodic task	7	
critical application require	7	
proposed approach based	7	
monitoring timing constraint	7	
communication real time	7	
weakly hard real	7	
control system used	7	
time system symposium	7	
best case response	7	
scalable real time	7	
data link layer	7	
present schedulability analysis	7	
testing real time	7	
problem scheduling real	7	
hybrid system model	7	
modeling analysis technique	7	
support fault tolerance	7	
solve problem propose	7	
time task multiprocessor	7	
enable real time	7	
qos real time	7	
multi tasking environment	7	
application qos requirement	7	
digital image processing	7	
scale distributed real	7	
provide upper bound	7	
industrial automation application	7	
application program interface	7	
resource management technique	7	
real time benchmark	7	
time application implemented	7	
validity real time	7	
packet switched network	7	
high speed link	7	
operating system provide	7	
power management technique	7	
simulation result illustrate	7	
compared traditional approach	7	
constrained real time	7	
performance proposed algorithm	7	
number processor required	7	
tight upper bound	7	
virtual reality application	7	
operating system used	7	
address real time	7	
time application system	7	
system control performance	7	
input output latency	7	
early stage system	7	
computer vision problem	7	
object tmo programming	7	
experimental evaluation show	7	
field real time	7	
low level image	7	
algorithm experimental result	7	
time java application	7	
becoming increasingly complex	7	
real time best	7	
time system called	7	
low power design	7	
time signal processing	7	
case study presented	7	
operating system vxworks	7	
compare performance proposed	7	
real time programmer	7	
provided real time	7	
finite state automaton	7	
offer real time	7	
time dependable system	7	
real time hybrid	7	
fault tolerance technique	7	
case blocking time	7	
requiring real time	7	
time medium server	7	
interface real time	7	
distributed embedded control	7	
without missing deadline	7	
real time mobile	7	
time division multiplexing	7	
system software engineering	7	
requirement embedded system	7	
packet loss rate	7	
based distributed computing	7	
embedded software development	7	
software development tool	7	
fault tolerance capability	7	
noise ratio psnr	7	
security real time	7	
building fault tolerant	7	
tight worst case	7	
real time approach	7	
time data processing	7	
guaranteeing hard real	7	
improve average case	7	
given set real	7	
multiple functional unit	7	
system safety critical	7	
real world scenario	7	
processor demand analysis	7	
distributed computing application	7	
time process control	7	
show proposed algorithm	7	
hoc wireless network	7	
quality service real	7	
object oriented program	7	
fixed dynamic priority	7	
dynamic priority scheduler	7	
system often require	7	
time software component	7	
first first fifo	7	
case study illustrate	7	
mean case study	7	
scheduling resource management	7	
load balancing scheme	7	
end end timeliness	7	
time multimedia application	7	
embedded operating system	7	
html source global	7	
real time interactive	7	
application fault tolerance	7	
industrial automation system	7	
gray level image	7	
delay real time	7	
information obtaining dataset	7	
obtaining dataset available	7	
dataset available via	7	
available via world	7	
via world wide	7	
wide web source	7	
web source global	7	
http gcmd gsfc	7	
gcmd gsfc nasa	7	
real time water	7	
time water level	7	
water level information	7	
demonstrate proposed method	7	
course real time	7	
dynamic qos control	7	
teaching real time	7	
based fixed priority	7	
time communication requirement	7	
reduces computational complexity	7	
basic building block	7	
high level model	7	
time system multiple	7	
evaluation result demonstrate	7	
computer vision algorithm	7	
execution time measurement	7	
arbitrary relative deadline	7	
periodic independent task	7	
task system scheduled	7	
array fpga based	7	
leakage power consumption	7	
power real time	7	
compositional real time	7	
specific modeling language	7	
branch bound search	7	
component based real	7	
wireless sensor actuator	7	
edf scheduling policy	7	
cache miss rate	7	
access control rbac	7	
access control model	7	
simulation multi agent	7	
time frame rate	7	
effectiveness proposed algorithm	7	
web service based	7	
time experimental result	7	
performance energy consumption	7	
system task may	7	
fixed priority non	7	
power consumption reduced	7	
time task running	7	
scale sensor network	7	
embedded dre application	7	
make three contribution	7	
result proposed scheme	7	
open dre system	7	
location based service	7	
battle management language	7	
time java system	7	
time triggered event	7	
triggered event triggered	7	
constraint experimental result	7	
energy consumption real	7	
system energy consumption	7	
inc right reserved	7	
feasible interval job	7	
synchronous data flow	7	
improvement energy efficiency	7	
case study involving	7	
hardware software implementation	7	
execution time compared	7	
amount computational power	7	
cost low power	7	
execution time software	7	
access main memory	7	
period worst case	7	
agent server crash	7	
corba component model	7	
crossing rate mhz	7	
platform processor time	7	
provide high quality	7	
interactive application dia	7	
constant time admission	7	
address problem design	7	
chapter give overview	7	
proposed algorithm reduce	7	
phase locked loop	7	
proposed algorithm evaluated	7	
trigger processor ctp	7	
memory access latency	7	
shared communication medium	7	
time streaming application	7	
uniform multiprocessor platform	7	
high speed real	7	
exact worst case	7	
heavy ion collision	7	
first trigger level	7	
cm experiment cern	7	
preemptive scheduling policy	7	
lhcb experiment cern	7	
atlas trigger system	7	
data acquisition trigger	7	
front end data	7	
heavy ion detector	7	
transaction level modeling	7	
resource constrained embedded	7	
control system ec	7	
virtual machine jvm	7	
task preemption migration	7	
minimum inter arrival	7	
hoc network manet	7	
system programmable chip	7	
algorithm simulation result	7	
optimal real time	7	
existing schedulability test	7	
cluster tree topology	7	
open source implementation	7	
make wcet analysis	7	
end delay bound	7	
preserving system reliability	7	
time system worst	7	
energy efficient real	7	
energy saving compared	7	
edf scheduling sporadic	7	
john wiley son	7	
avionics full duplex	7	
real time interface	7	
java optimized processor	7	
case worst case	7	
knowledge first work	7	
high resolution image	7	
guarantee execution time	7	
time sufficient schedulability	7	
cyclo static dataflow	7	
video processing system	7	
memory management scheme	7	
hardware software partitioning	7	
approximation scheme ptas	7	
hand held device	7	
performs real time	7	
task set total	7	
set total utilization	7	
system model based	7	
task science medium	7	
signal strength indicator	7	
worst case memory	7	
processor time faster	7	
time triggered distributed	7	
service level agreement	7	
aware task allocation	7	
configuration self optimization	7	
application mobile device	7	
measurement based timing	7	
task allocation algorithm	7	
system igi global	7	
compressed file system	7	
reversible data hiding	7	
search motion estimation	7	
synchronous dataflow graph	7	
instruction set architecture	7	
data acquisition chain	7	
front end readout	7	
data acquisition software	7	
processor speedup factor	7	
deadline task set	7	
sporadic task identical	7	
phase change memory	7	
change memory pcm	7	
pcm based embedded	7	
constrained deadline sporadic	7	
fixed job priority	7	
static power consumption	7	
high computational cost	7	
load balancing system	7	
driven engineering mde	7	
inter core communication	7	
multi mode system	7	
feasible task processor	7	
rate distortion performance	7	
real time cyber	7	
time cyber physical	7	
mixed criticality real	7	
mixed criticality application	7	
multi level cache	7	
real time discrete	7	
self optimization self	7	
power grid computing	7	
high sampling rate	7	
memory access pattern	7	
centre mass energy	7	
daq system designed	7	
study physic strongly	7	
laser hamburg flash	7	
high energy cosmic	7	
energy cosmic ray	7	
pierre auger observatory	7	
gas electron multiplier	7	
radio frequency llrf	7	
mezzanine card amc	7	
mobile cloud computing	7	
inheritance protocol pip	7	
silicon strip detector	7	
experimental advanced superconducting	7	
advanced superconducting tokamak	7	
time memory controller	7	
memory interference delay	7	
stereo vision algorithm	7	
formula presented formula	7	
presented formula presented	7	
utilization based admission	7	
discharge charge rate	7	
ceiling protocol pcp	6	
rm earliest deadline	6	
sporadic server algorithm	6	
guarantee hard deadline	6	
liu layland bound	6	
time system hard	6	
stochastic execution time	6	
uniprocessor scheduling algorithm	6	
resource allocation policy	6	
dynamic scheduling policy	6	
time system algorithm	6	
may change time	6	
specified real time	6	
time temporal logic	6	
concurrency control mechanism	6	
schedulability analysis method	6	
worst case scheduling	6	
case achievable utilization	6	
predicting execution time	6	
prototyping real time	6	
provide significant performance	6	
significant performance gain	6	
time system describes	6	
measured execution time	6	
high level real	6	
topic real time	6	
upper bound number	6	
object oriented specification	6	
dynamic adjustment serialization	6	
adjustment serialization order	6	
constraint period deadline	6	
time system built	6	
detecting violation timing	6	
violation timing assertion	6	
earliest possible time	6	
problem minimizing number	6	
context fixed priority	6	
use high level	6	
dynamic data structure	6	
time system give	6	
hard realtime system	6	
time system well	6	
paradigm real time	6	
real time search	6	
heuristic algorithm proposed	6	
time system allows	6	
three order magnitude	6	
lower upper bound	6	
experimental result implementation	6	
improved average case	6	
handle real time	6	
scheduling algorithm presented	6	
scheduling problem np	6	
must taken account	6	
parallel processing capability	6	
time capsule abstraction	6	
time system data	6	
space explosion problem	6	
information management system	6	
function time constraint	6	
implementation experimental result	6	
bounded response time	6	
analysis response time	6	
algorithm worst case	6	
derive sufficient condition	6	
based rate monotonic	6	
system operating system	6	
improve worst case	6	
real time monitor	6	
system scheduling algorithm	6	
several order magnitude	6	
system proposed method	6	
given task system	6	
heterogeneous multiprocessor system	6	
low level control	6	
performance worst case	6	
previous real time	6	
ada real time	6	
communicating shared resource	6	
event driven real	6	
timing property system	6	
role real time	6	
task model real	6	
embedded system based	6	
time system usually	6	
system support real	6	
real time client	6	
time control software	6	
end end communication	6	
transaction real time	6	
art real time	6	
used evaluate performance	6	
task identical processor	6	
time task given	6	
parameter origin node	6	
destination node release	6	
node release time	6	
tree algorithm exist	6	
real time automatic	6	
time system multiprocessor	6	
single board computer	6	
real time reconnaissance	6	
oriented design method	6	
autonomous mobile robot	6	
extended finite state	6	
industrial control application	6	
general purpose application	6	
estimate execution time	6	
abstract data type	6	
development safety critical	6	
self organizing map	6	
time constraint imposed	6	
model checking tool	6	
remote procedure call	6	
studied real time	6	
computer control system	6	
software fault tolerance	6	
due contention shared	6	
low data rate	6	
based analysis technique	6	
power aware scheduling	6	
real time bus	6	
focus problem providing	6	
time task hard	6	
linear programming problem	6	
limited computing resource	6	
computing resource available	6	
current schedulability analysis	6	
generalized multiframe task	6	
time pseudo polynomial	6	
job response time	6	
worst case instruction	6	
direct mapped cache	6	
requirement hard real	6	
static program analysis	6	
independent periodic task	6	
according fixed priority	6	
algorithm proposed algorithm	6	
task set characteristic	6	
control system require	6	
classical real time	6	
control system designed	6	
fault tolerant technique	6	
rate monotonic algorithm	6	
dynamically run time	6	
voltage clock frequency	6	
global positioning system	6	
three contribution study	6	
schedulability hard real	6	
play major role	6	
instruction cache data	6	
cache data cache	6	
test real time	6	
analysis real world	6	
real time face	6	
estimation real time	6	
admission control mechanism	6	
scale real time	6	
main contribution first	6	
time system first	6	
evaluate real time	6	
period calibration method	6	
time system analysis	6	
operation real time	6	
solve problem first	6	
client server model	6	
real time load	6	
area network widely	6	
traditional worst case	6	
extend previous work	6	
time application video	6	
extension real time	6	
context switch cost	6	
energy minimization problem	6	
wireless local area	6	
well known scheduling	6	
real time measurement	6	
time low cost	6	
propose novel scheduling	6	
achieve energy saving	6	
gaussian mixture model	6	
proposed method implemented	6	
machine vision system	6	
global time base	6	
experimental result technique	6	
build real time	6	
system unpredictable behavior	6	
shot boundary detection	6	
http www nsidc	6	
www nsidc colorado	6	
nsidc colorado edu	6	
university colorado boulder	6	
use safety critical	6	
recurring real time	6	
feasibility analysis system	6	
feasibility decision algorithm	6	
change real time	6	
guaranteed real time	6	
control flow information	6	
timeliness fault tolerance	6	
time communication service	6	
shared physical resource	6	
efficient scheduling algorithm	6	
fault tolerance performance	6	
typical real time	6	
time system global	6	
task whose execution	6	
algorithm solving problem	6	
execution time job	6	
kind real time	6	
real life example	6	
end timing requirement	6	
based concurrency control	6	
task share resource	6	
diverse real time	6	
laxity first llf	6	
meeting timing constraint	6	
guaranteeing end end	6	
provide experimental result	6	
virtual reality system	6	
state art method	6	
task deadline met	6	
even presence fault	6	
priority scheduling fps	6	
real time propose	6	
middleware real time	6	
deadline monotonic priority	6	
fpga based hardware	6	
mode atm network	6	
real time cpu	6	
weighted fair queuing	6	
related preemption cost	6	
time system engineering	6	
based time triggered	6	
time triggered protocol	6	
account real time	6	
real time request	6	
model timed automaton	6	
priority ceiling emulation	6	
canny edge detection	6	
priority assignment task	6	
high resource utilization	6	
time analysis technique	6	
obtain worst case	6	
temporal validity real	6	
analysis early stage	6	
slot allocation scheme	6	
level programming language	6	
mean response time	6	
performance algorithm evaluated	6	
global multiprocessor scheduling	6	
control system presented	6	
wireless sensor node	6	
running real time	6	
processor main memory	6	
case study demonstrates	6	
end end real	6	
often real time	6	
time constraint met	6	
real time synchronization	6	
unbounded priority inversion	6	
closed form expression	6	
targeted real time	6	
object oriented oo	6	
result case study	6	
system data acquisition	6	
deployment real time	6	
operating system rtoss	6	
user level real	6	
distributed multimedia system	6	
work address problem	6	
industrial process control	6	
sub pixel accuracy	6	
language operating system	6	
time application first	6	
digital control system	6	
real time adaptive	6	
unsuitable real time	6	
time logic rtl	6	
detection moving object	6	
evaluation proposed algorithm	6	
high performance embedded	6	
time relative deadline	6	
digital still camera	6	
state art system	6	
end end quality	6	
end quality service	6	
demonstrate real time	6	
time task deadline	6	
system high speed	6	
cost real time	6	
derives upper bound	6	
performance embedded system	6	
time hybrid system	6	
computing response time	6	
response time based	6	
necessary sufficient schedulability	6	
based well known	6	
high level software	6	
forward error correction	6	
message sequence chart	6	
real time uml	6	
effectiveness proposed scheme	6	
based dynamic programming	6	
event triggered system	6	
based motion estimation	6	
wireless communication system	6	
discus real time	6	
frame rate frame	6	
red green blue	6	
time database management	6	
purpose real time	6	
software engineering technique	6	
based object oriented	6	
object oriented methodology	6	
size execution time	6	
control mac protocol	6	
address non functional	6	
high quality video	6	
pre processing stage	6	
propose efficient algorithm	6	
uml unified modeling	6	
high performance system	6	
task relative deadline	6	
evaluated series experiment	6	
video real time	6	
time system resource	6	
many application domain	6	
stringent qos requirement	6	
passing interface mpi	6	
interface definition language	6	
compared existing technique	6	
embedded system application	6	
real time nature	6	
fault tolerance system	6	
real time command	6	
time command control	6	
infrastructure data manager	6	
primary backup replication	6	
high level description	6	
used safety critical	6	
safety critical environment	6	
distributed safety critical	6	
embedded system work	6	
time application proposed	6	
commodity operating system	6	
object oriented component	6	
shelf cot component	6	
marine usf edu	6	
usa tel mail	6	
uniprocessor real time	6	
response time upper	6	
time triggered approach	6	
mean real time	6	
cannot directly applied	6	
based abstract interpretation	6	
time wcets task	6	
time system increasingly	6	
schedulability analysis distributed	6	
surface temperature global	6	
monthly mean sea	6	
monthly mean surface	6	
real time management	6	
give real time	6	
case delay bound	6	
water temperature salinity	6	
main memory however	6	
based well established	6	
based earliest deadline	6	
order achieve goal	6	
dense time model	6	
traffic control system	6	
embedded system require	6	
system software development	6	
complexity embedded system	6	
based design embedded	6	
medium inc manufactured	6	
inc manufactured nehterlands	6	
task upon multiprocessor	6	
successfully schedule task	6	
scheme save energy	6	
denial service attack	6	
deadline equal period	6	
per task utilization	6	
schedulability test based	6	
demonstrate proposed scheme	6	
published science ltd	6	
hla based distributed	6	
chip soc design	6	
wcet analysis program	6	
markov decision process	6	
response time message	6	
service oriented computing	6	
existing dvs algorithm	6	
task distributed system	6	
approximation scheme fptas	6	
task system arbitrary	6	
real time literature	6	
gap processor speed	6	
processor speed memory	6	
speed memory access	6	
java rtsj provides	6	
data stream processing	6	
data stream management	6	
experimental result scheme	6	
use model checking	6	
array fpga implementation	6	
processing high resolution	6	
approach experimental result	6	
upon uniform multiprocessor	6	
different event type	6	
bounded worst case	6	
distributed simulation grid	6	
time java program	6	
based randomly generated	6	
auto white balancing	6	
worst case number	6	
triggered object model	6	
design data acquisition	6	
distributed data acquisition	6	
ubiquitous computing system	6	
system designed implemented	6	
improve resource utilization	6	
time triggered ethernet	6	
safety critical non	6	
embedded system usually	6	
subject time utility	6	
model simulation result	6	
dynamic branch predictor	6	
time wcet estimate	6	
service qos property	6	
input time delay	6	
discrete time system	6	
proposed approach significantly	6	
real time reliable	6	
modeling simulation framework	6	
preemption related overhead	6	
linear time complexity	6	
voltage controlled oscillator	6	
power consumption mw	6	
minimize worst case	6	
analog signal processing	6	
device real time	6	
embedded system proposed	6	
previous work presented	6	
set processor asip	6	
general purpose middleware	6	
multicycle polling scheduling	6	
array fpga technology	6	
time power consumption	6	
power consumption model	6	
real time dsp	6	
cost enforcement model	6	
application source code	6	
many many multicast	6	
time distributed virtual	6	
realtime embedded system	6	
least recently used	6	
np hard propose	6	
string matching compressed	6	
decision making process	6	
domain specific model	6	
real time tracking	6	
energy management technique	6	
end delay analysis	6	
use case technique	6	
packet delivery ratio	6	
defined radio sdr	6	
performance power consumption	6	
kahn process network	6	
hybrid strategy based	6	
available processing capacity	6	
time system performance	6	
based fault tolerant	6	
garbage collection operation	6	
time application propose	6	
task running different	6	
maximum operating frequency	6	
task scheduling problem	6	
overall power consumption	6	
international linear collider	6	
via gigabit ethernet	6	
second level trigger	6	
atlas experiment cern	6	
bunch crossing rate	6	
real time plasma	6	
serial data link	6	
vliw dsp processor	6	
daq system developed	6	
high speed optical	6	
scaling dvs dynamic	6	
component rf station	6	
efficient schedulability analysis	6	
distributed task system	6	
data distribution service	6	
atlas data acquisition	6	
level trigger algorithm	6	
thin gap chamber	6	
deferrable scheduling algorithm	6	
preemptive global edf	6	
gigabit ethernet network	6	
front end electronic	6	
capability proposed algorithm	6	
model driven approach	6	
radio frequency rf	6	
photomultiplier tube pmts	6	
real time delay	6	
based integer linear	6	
video coding system	6	
feasible thread set	6	
embedded system propose	6	
best knowledge work	6	
cluster tree wsns	6	
fixed task priority	6	
shared instruction cache	6	
application embedded system	6	
safe temperature level	6	
video processing application	6	
wiley son ltd	6	
method experimental result	6	
generated task system	6	
earliest deadline zero	6	
deadline zero laxity	6	
zero laxity edzl	6	
achieving high performance	6	
well real time	6	
increasing gap processor	6	
best case worst	6	
platform embedded system	6	
aerial vehicle uav	6	
upper bound response	6	
real time query	6	
resource hold time	6	
reliability aware power	6	
better energy saving	6	
time data stream	6	
number benchmark program	6	
task identical multiprocessor	6	
arbitrarily divisible load	6	
multi dimensional sensitivity	6	
embedded system increasingly	6	
state art analysis	6	
java processor jop	6	
workload resource availability	6	
deadline first gedf	6	
information communication technology	6	
energy consumption processor	6	
data cache analysis	6	
stochastic timing behavior	6	
open soft real	6	
run time management	6	
distributed discrete event	6	
enterprise dre system	6	
vehicular ad hoc	6	
wireless real time	6	
embedded system subject	6	
system time triggered	6	
single parent rule	6	
robotic sensor node	6	
experimental result compared	6	
model widely used	6	
code generation technique	6	
high integrity system	6	
upper layer adaptation	6	
parallel disk system	6	
meeting end end	6	
task assignment algorithm	6	
quasi static shared	6	
static shared library	6	
high speed wireless	6	
control accuracy system	6	
accuracy system stability	6	
global edf schedulability	6	
real life benchmark	6	
device igi global	6	
multiple cpu core	6	
resistive plate chamber	6	
plasma control system	6	
platform management interface	6	
management interface ipmi	6	
switched capacitor array	6	
error rate ber	6	
quality monitoring dqm	6	
general purpose detector	6	
mobile location estimation	6	
video coding avc	6	
task scheduling policy	6	
zero slack scheduling	6	
subject certification requirement	6	
task multi core	6	
pre emption delay	6	
emptively scheduled system	6	
dp fair scheduling	6	
single core processor	6	
relative deadline task	6	
task constrained deadline	6	
magnetic resonance imaging	6	
real time bound	6	
pre emptive region	6	
identical multiprocessor system	6	
resource augmentation factor	6	
dual criticality system	6	
experiment presented herein	6	
nm cmos technology	6	
good average case	6	
ultra high definition	6	
real time encoding	6	
schedulability analysis framework	6	
demonstrate effectiveness proposed	6	
user interactive task	6	
system field programmable	6	
real time configuration	6	
flash translation layer	6	
dynamic range hdr	6	
heterogeneous processing element	6	
advanced driver assistance	6	
dimensional echocardiography de	6	
real time framework	6	
resource sharing policy	6	
task mixed criticality	6	
collision hadron collider	6	
engine control application	6	
artificial immune system	6	
based testing process	6	
collider experiment heavy	6	
experiment heavy ion	6	
designed study physic	6	
gluon plasma cern	6	
hybrid wcet analysis	6	
data acquisition processing	6	
end electronics fee	6	
extensive air shower	6	
bit dynamic range	6	
multi phase clock	6	
frequency llrf control	6	
real time energy	6	
source synchronous link	6	
program flow constraint	6	
analog front end	6	
multicore real time	6	
different data area	6	
need time predictable	6	
time formula presented	6	
aware schedulability analysis	6	
mean shift algorithm	6	
low critical task	6	
shape feature object	6	
priority aware network	6	
secure video processing	6	
type type fuzzy	6	
type fuzzy neural	6	
scheduling algorithm meet	5	
priority inversion blocking	5	
reader writer lock	5	
task periodic task	5	
aperiodic task guarantee	5	
preemptive scheduling periodic	5	
np complete strong	5	
complete strong sense	5	
task system task	5	
task set given	5	
given worst case	5	
set periodic sporadic	5	
architecture hard real	5	
application take advantage	5	
enter critical section	5	
upper bound competitive	5	
bound competitive factor	5	
conventional database system	5	
number missed deadline	5	
real time setting	5	
timing requirement system	5	
schedulability analysis task	5	
time system priority	5	
based preemptive scheduling	5	
periodic task task	5	
real time reliability	5	
line schedulability test	5	
scheduling periodic aperiodic	5	
time aperiodic task	5	
baruah et al	5	
assuming worst case	5	
time markov chain	5	
synchronous message deadline	5	
worst case achievable	5	
synchronous message set	5	
code real time	5	
considers real time	5	
deadline given task	5	
operating condition workload	5	
optimal line algorithm	5	
