	title	label
4610	Dynamo: A runtime partitioning system for FPGA-based HW/SW image processing systems	4
4611	Network calculus applied to verification of memory access performance	1
4612	Remote controlled group behavior for widely spreaded and cooperative mobile robots in wireless sensor network environment	1
4613	Activity-based access control model to hospital information	0
4614	Predictable serialization in Java	0
4615	Casting preemptive time petri nets in the development life cycle of real-time software	0
4616	Composition techniques for tree communication schedules	1
4617	Memory resource management for real-time systems	0
4618	Optimizing end-to-end latencies by adaptation of the activation events in distributed automotive systems	3
4619	Optimal unified data allocation and task scheduling for real-time multi-tasking systems	0
4620	Modeling distributed real-time applications with specification PEARL	4
4621	Analysis of window-constrained execution time systems	2
4622	Guaranteeing response times for aperiodic tasks in global multiprocessor scheduling	0
4624	A peer-to-peer simulation technique for instanced massively multiplayer games	1
4625	A study on design of object sorting algorithms in the industrial application using hyperspectral imaging	0
4626	Real-Time Systems Development	0
4627	Application-driven low-power techniques using dynamic voltage scaling	0
4628	Utilization bounds for RM scheduling on uniform multiprocessors	0
4629	Prediction of timing constraint violation for real-time embedded systems with known transient hardware failure distribution model	0
4630	EEDS_NR: An online energy-efficient I/O device scheduling algorithm for hard real-time systems with non-preemptible resources	0
4631	A mixed-level co-simulation method for system-level design space exploration	0
4632	Algorithms for determining the demand-based load of a sporadic task system	0
4633	FPGA accelerator for real-time skin segmentation	0
4634	A generic framework for monitoring timing constraints over uncertain events	0
4635	Simulation model composition using BOMs	0
4636	Annotation based multimedia streaming over wireless networks	1
4637	Dynamically deploying web services on a grid using dynasoar	0
4638	Individual contour extraction for robust wide area target tracking in visual sensor networks	1
4639	FP/FIFO feasibility conditions with kernel overheads for periodic tasks on an event driven OSEK system	0
4640	Automated logging of mobile phones failures data	0
4641	Automatic memory management in utility accrual scheduling environments	2
4642	Interaction-based behavior modeling of embedded software using UML 2.0	0
4643	Long-term location data management for distributed moving object databases	3
4644	Load balancing techniques for distributed stream processing applications in overlay environments	3
4645	Tree-based WCET analysis on instrumentation point graphs	0
4646	Improving WCET by applying worst-case path optimizations	0
4647	Finite-horizon scheduling of radar dwells with online template construction	2
4648	The TTA's approach to resilience after transient upsets	0
4649	Simulating the potential savings of implicit energy management on a city scale	0
4650	MARTE based modeling approach for partial dynamic reconfigurable FPGAs	0
4651	Agent-based mobile middleware architecture (AMMA) for patient-care clinical data messaging using wireless networks	0
4652	Perpendicular intersection: Locating wireless sensors with mobile beacon	4
4653	Interfacing and coordination for a DEVS simulation protocol standard	0
4654	A tool for replay and analysis of gaze-enhanced multiparty sessions captured in immersive collaborative environments	3
4655	The neogeography of virtual cities: Digital mirrors into a recursive world	0
4656	Lightweight time warp - A novel protocol for parallel optimistic simulation of large-scale DEVS and cell-DEVS models	2
4657	Time-predictable memory arbitration for a Java chip-multiprocessor	0
4658	RTSJ extensions: Event manager and feasibility analyzer	0
4659	Non-blocking object copy for real-time garbage collection	0
4660	Web-based distributed simulations visualization and control with HLA and web services	0
4661	Merging state and preserving timing anomalies in pipelines of high-end processors	0
4662	HLA-OMnet++: An HLA compliant network simulator	1
4663	Supporting community with location-sensitive mobile applications	1
4664	Optimistic parallel simulation over public resource-computing infrastructures and desktop grids	0
4665	Introduction to ubiquitous computing	1
4666	Energy management for periodic real-time tasks with variable assurance requirements	0
4667	Scheduler-assisted prefetching: Efficient demand paging for embedded systems	0
4668	Quantifying and suppressing the measurement disturbance in feedback controlled real-time systems	0
4669	Bounding shared-stack usage in systems with offsets and precedences	0
4670	Real-time distributed discrete-event execution with fault tolerance	3
4671	Measurement techniques in a hybrid approach for deriving tight execution-time bounds of program segments in fully-featured processors	0
4672	ASIP-based reconfigurable architectures for power-efficient and real-time image/video processing	4
4673	Automation techniques for implementation of hybrid wave-pipelined 2D DWT	0
4674	On collaborative scheduling of distributable real-time threads in dynamic, networked embedded systems	2
4675	Development platforms for flash memory solid state disks	0
4676	Replication-based incremental compaction	0
4677	Teaching service-oriented computing and STEM topics via robotic games	0
4678	Fault-tolerance in Universal Middleware Bridge	0
4679	Efficient metadata management for flash file systems	0
4680	Toward effective multi-capacity resource allocation in distributed real-time and embedded systems	0
4681	An efficient task serializer for hard real-time TMO systems	0
4682	Toward libraries for real-time Java	0
4684	Competitive analysis of static-priority partitioned scheduling on uniform multiprocessors	2
4685	A time-triggered distributed object computing environment for embedded control systems	3
4686	Architecture and design of an embeddable system for SCAN-based compression, encryption and information hiding	0
4687	Evaluation of a large-scale ubiquitous system model through peer-to-peer protocol simulation	3
4688	On verification of probabilistic timed automata against probabilistic duration properties	0
4689	Parametric polynomial-time algorithms for computing response-time bounds for static-priority tasks with release jitters	0
4690	Real-time task scheduling using extended overloading technique for multiprocessor systems	2
4691	Multiform time in UML for real-time embedded applications	0
4692	Lifestyle ubiquitous gaming: Making daily lives more plesurable	0
4693	Integrating priority inheritance algorithms in the real-time specification for Java	0
4694	Security analysis of the utilization of corba object references as authorization tokens	0
4695	On rigorous design and implementation of fault tolerant ambient systems	0
4696	Real-time view-based pose recognition and interpolation for tracking initialization	0
4697	New schedulability conditions for real-time multiframe tasks	0
4698	Extending rate monotonie analysis with exact cost of preemptions for hard real-time systems	0
4699	Determining maximum stack usage in preemptive shared stack systems	0
4700	Performance analysis of an adaptive dynamic grid-based approach to data distribution management	0
4701	Efficient real-time support for automotive applications: A case study	0
4702	Real-time multi-agent support for decentralized management of electric power	3
4703	Automated design solutions for fully integrated narrow-band low noise amplifiers	0
4704	Design of location service for a hybrid network of mobile actors and static sensors	1
4705	A simulation approach to facilitate parallel and distributed discrete-event simulator development	3
4706	A new approach for arbitrary waveform generation using FPGA and orthogonal functions	0
4707	An RTOS API translator for model-driven embedded software development	0
4708	Design and performance of a fault-tolerant real-time CORBA event service	0
4709	Balancing energy vs. performance in processors with discrete voltage/frequency modes	0
4710	Hardware/software partitioned implementation of real-time object-oriented camera for arbitrary-shaped MPEG-4 contents	4
4711	Diverse soft real-time processing in an integrated system	0
4712	Dynamic adaptation of stability periods for service level agreements	0
4713	Distributed load balancing in heterogeneous peer-to-peer networks for web computing libraries	3
4714	Developing embedded kernel for system-on-a-chip platform of heterogeneous multiprocessor architecture	0
4715	A middleware level active replication manager for high performance HLA-based simulations on SMP systems	0
4716	Safe and timely scenario switching in UML real-time projects	4
4717	Scheduling non-preemptive periodic tasks in soft real-time systems using fuzzy inference	2
4718	A hybrid approach in TADE for derivation of execution time bounds of program-segments in distributed real-time embedded computing	3
4719	Uniprocessor scheduling under precedence constraints	2
4720	Interrupt triggered software prefetching for embedded CPU instruction cache	0
4721	Application-specific service technologies for commodity operating systems in real-time environments	4
4722	Optimizing the multitask implementation of multirate Simulink models	0
4723	Applying pinwheel scheduling and compiler profiling for power-aware real-time scheduling	0
4724	Combination of clock-state and clock-rate correction in fault-tolerant distributed systems	0
4725	A method for computing the number of iterations in data dependent loops	0
4726	Automatic H.264 encoder synthesis for the cell processor from a target independent specification	0
4727	Flexible hard real-time scheduling for deliberative AI systems	2
4728	A SIP based P2P architecture for social networking multimedia	1
4729	Performance analysis of reconfiguration in adaptive real-time streaming applications	0
4730	Smart items in real time enterprises	0
4731	Predictable out-of-order execution using virtual traces	0
4732	Moments and modes for triggering civic participation at the urban level	1
4733	Making stronger and flexible the single parent rule in the real-time specification of Java	0
4734	E-learning classifications: Differences and similarities	0
4735	Blending interactive videoconferencing and asynchronous learning in adult education: Towards a constructivism pedagogical approach-A case study at the University of Crete (E.DIA.M.ME.)	0
4736	Rapid exploration of multimedia system-on-chips with automatically generated software performance models	0
4737	Design of a QoS-aware service composition and management system in peer-to-peer network aided by DEVS 1	0
4738	Schedulability analysis for non-preemptive tasks under strict periodicity constraints	2
4739	A lightweight kernel objects monitoring infrastructure for embedded systems	0
4740	Spinning sensors: A middleware for robotic sensor nodes with spatiotemporal models	0
4741	Discrete frequency selection of frame-based stochastic real-time tasks	2
4742	New abstraction for optimal real-time scheduling on multiprocessors	0
4743	Topology aware task allocation and scheduling for real-time data fusion applications in networked embedded sensor systems	0
4744	Energy efficient operating mode assignment for real-time tasks in wireless embedded systems	0
4745	Practical schedulability analysis for generalized sporadic tasks in distributed real-time systems	0
4746	Predictable code and data paging for real time systems	0
4747	QoS support in the X11 window systems	0
4748	Physical Assembly Mapper: A model-driven optimization tool for QoS-enabled component middleware	0
4749	Hybrid hardware-software architecture for reconfigurable real-time systems	4
4750	Reconfigurable computing: Design methodology and hardware tasks scheduling for real-time image processing	4
4751	Interrupt handlers in Java	0
4752	A hierarchical resource management scheme enabled by the TMO programming scheme	3
4753	Toward a framework for explicit platform-based transformations	0
4754	On resource allocation in architectural models	0
4755	CROWN: A service-oriented grid middleware system: Experience and applications	0
4756	Temporal and spatial partitioning of a time-triggered operating system based on real-time linux	0
4757	Middleware architectures for distributed embedded systems	0
4759	Usability aspects of WCET analysis	0
4760	Non-migratory feasibility and migratory schedulability analysis of multiprocessor real-time systems	2
4764	Fast mode decision on H.264/AVC baseline profile for real-time performance	0
4765	An analysis method for variable execution time tasks based on histograms	0
4767	Achieving predictable performance with on-chip shared L2 caches for manycore-based real-time systems	0
4768	Real-time loop scheduling with leakage energy minimization for embedded VLIW DSP processors	0
4769	Collision detection and force response in highly-detailed point-based hapto-visual virtual environments	0
4770	Energy-aware scheduling of real-time tasks in wireless networked embedded systems	0
4772	Partitioning of distributed virtual environments based on objects' attributes	3
4773	A hierarchical pipelining architecture and FPGA implementation for lifting-based 2-D DWT	0
4774	Reconfigurable architectures and processors for real-time video motion estimation	0
4775	Empirical evaluation of two main-stream RTSJ implementations	0
4776	Signature-based microprocessor power modeling for rapid system-level design space exploration	0
4777	Real-time Java from an automated code generation perspective	0
4778	Data-parallel code generation from synchronous dataflow specification of multimedia applications	0
4779	A wavelet-VQ system for real-time video compression	0
4780	Fast algorithms for testing fault-tolerance of sequenced jobs with deadlines	0
4781	Interactive back-annotation of worst-case execution time analysis for java microprocessors	0
4782	QoS proxy architecture for real time RPC with traffic prediction	1
4783	Clock free data streams alignment for sensor networks	1
4784	Virtual full replication by adaptive segmentation	0
4785	QUICKER: A model-driven QoS mapping tool for QoS-enabled component middleware	0
4786	A wide area network emulator for CORBA applications	1
4787	An approach to automated agent deployment in service-based systems	0
4788	Combining model processing and middleware configuration for building distributed high-integrity systems	4
4789	Efficient data transmission in a lossy and resource limited wireless sensor-actuator network	0
4790	Using multi-agent principles for implementing an organic real-time middleware	0
4791	Real-time tasks scheduling with value control to predict timing faults during overload	2
4792	A unified benchmarking process for components in automotive embedded systems software	0
4793	Independent model-driven software performance assessments of UML designs	4
4794	An integrated scheduling and retransmission proposal for firm real-time traffic in IEEE 802.11e	1
4795	Real-time predictive zoom tracking for digital still cameras	1
4796	Implementation and analysis of real-time communication protocol compositions	0
4797	Modeling device driver effects in real-time schedulability analysis: Study of a network driver	2
4798	Performance debugging of real-time systems using multicriteria schedulability analysis	0
4799	Optimizing the FPGA implementation of HRT systems	4
4800	Improving the real-time capabilities of IEEE 802.11e through a Contention Window Adapter	1
4801	Hard real-time hybrid garbage collection with low memory requirements	2
4802	A novel scheduling methodology for ASIC design	2
4803	Energy efficient spatial coding technique for low power VLSI applications	0
4804	Efficient modulo (2k ±1) binary to residue converters	4
4805	Finite horizon QoS prediction of reconfigurable firm real-time systems	0
4806	Portable execution time analysis method	0
4807	A low-power implementation of 3D graphics system for embedded mobile systems	0
4808	Achieving real-time target tracking usingwireless sensor networks	0
4809	Deferrable scheduling for temporal consistency: Schedulability analysis and overhead reduction	2
4810	A low complexity MPEG video decoder with arbitrary downscaling capability	0
4811	Exploring the effect of curvature on the consistency of dead reckoned paths for different error threshold metrics	1
4812	A hardware/software co-reconfigurable multimedia architecture	0
4813	FPGA-based architecture for hardware compression/decompression of wide format images	0
4814	EGRESS: Environment for generating realistic scenarios for simulations	1
4815	A communication interface for multiprocessor signal processing systems	0
4816	A cognac-glass algorithm for conditionally guaranteed budgets	2
4817	A fast elliptic curve based key agreement protocol-on-chip (PoC) for securing networked embedded systems	1
4818	User-level fine-grained adaptive real-time scheduling via temporal reflection	0
4819	High-level power management of audio power amplifiers for portable multimedia applications	0
4820	Towards an organic middleware for real-time applications	0
4821	A fault-tolerant transactional agent model on distributed objects	0
4822	Embedded sensor networked operating system	1
4823	Formal modeling and analysis of the AFDX frame management design	1
4824	Analyzing the memory management semantic and requirements of the real-time specification of Java JSR-0000001	0
4825	Interactive schedulability analysis	0
4826	Impact of upper layer adaptation on end-to-end delay management in wireless ad hoc networks	0
4827	Resource access control for dynamic priority distributed real-time systems	3
4828	MediVol: An initial study into real-time, interactive 3D visualisation of soft tissue pathologies	4
4829	Network-aware server placement for highly interactive distributed virtual environments	1
4830	A .NET remoting-based distributed simulation approach for DEVS and cell-DEVS models	1
4831	Security for ubiquitous computing	0
4832	The OReK real-time micro kernel for FPGA-based systems-on-chip	0
4833	An adaptive energy-conserving strategy for parallel disk systems	0
4834	Event-based and publish/subscribe communication	1
4835	What factors promote sustained online discussions and collaborative learning in a web-based course?	0
4836	Parallelization of belief propagation method on embedded multicore processors for stereo vision	0
4837	Simulation and implementation of the PTIDES programming model	3
4838	Effects of group synchronization control in networked virtual environments with avatars	0
4839	An efficient time management scheme for large-scale distributed simulation based on JXTA peer-to-peer network	3
4840	Embedding an ecology notion in the social production of urban space	0
4841	Simulation driven experiment control in driver assistance assessment	0
4842	Integrating communication cost into the utility accrual model for the resource allocation in distributed real-time systems	3
4843	New tracing and performance analysis techniques for embedded applications	0
4844	Verification of COMDES-II systems using UPPAAL with model transformation	0
4845	A secure routing protocol for wireless embedded networks	1
4846	An efficient anti-collision protocol using bit change sensing unit in RFID system	0
4847	Real-time task assignment in rechargeable multiprocessor systems	2
4848	A framework for designing embedded real-time controllers	0
4849	Forming virtual traces for WCET analysis and reduction	0
4850	Maximizing the fault tolerance capability of fixed priority schedules	2
4851	Avoiding the WCET overestimation on LRU instruction cache	0
4852	A distributed computing environment for embedded control systems with time-triggered and event-triggered processing	3
4853	ORTEGA: An efficient and flexible software fault tolerance architecture for real-time control systems	0
4854	Backlog estimation and management for real-time data services	0
4855	Construction and deconstruction of hierarchical event streams with multiple hierarchical layers	2
4856	Efficient on-line schedulability test for feedback scheduling of soft real-time tasks under fixed-priority	2
4857	TOSSTI: Saving time and energy in TinyOS with software thread integration	0
4858	Multiple parallel FPGA implementations of a Kolmogorov phase screen generator	4
4860	An architecture based on reconfigurability and asynchronism for real-time image processing	4
4861	Adaptive fuzzy control for utilization management	0
4862	Modeling and verification of time-triggered communication protocols	3
4863	Fast fault-tolerant time synchronization for wireless sensor networks	1
4864	Model based development of quality-aware software services	0
4865	Evaluating the correctness and effectiveness of a middleware QoS configuration process in distributed real-time and embedded systems	0
4866	Efficient resource management for game server hosting	0
4867	Poly harmonic staggered broadcasting method for efficient video on demand service	0
4868	CaDAnCE: A criticality-aware deployment and configuration engine	0
4869	QoS aware dependable distributed stream processing	3
4870	Task reweighting under global scheduling on multiprocessors	2
4875	A schedulable utilization bound for the multiprocessor EPDF Pfair algorithm	2
4876	A design pattern for using non-developmental items in real-time Java	0
4877	Component based library implementation of abstract data types for resource management customization of embedded systems	4
4878	High performance road traffic simulation based on dynamic time step synchronization method	0
4879	A data acquisition middleware	0
4880	TERCOS: A novel technique for exploiting redundancies in fault-tolerant and real-time distributed systems	2
4882	Fast recovery and QoS assurance in the presence of network faults for mission-critical applications in hostile environments	1
4883	A model for real time mobility based on the RTSJ	3
4884	Securing more registers with reduced instruction encoding architectures	0
4885	An evaluation of push-pull algorithms in support of cell-based interest management	3
4886	Performance evaluation of a self-maintained memory module	4
4887	Mutable protection domains: Towards a component-based system for dependable and predictable computing	0
4888	A distributed topology control algorithm for P2P based simulations	3
4889	Enabling constant-time interface method dispatch in embedded Java processors	0
4890	The simulation of a billiard game using a haptic interface	4
4891	Castor: Secure code updates using symmetric cryptosystems	1
4892	A continuous query index for processing queries on RFID data stream	0
4893	Adapting futures: Scalability for real-world computing	0
4894	Run-time task overlapping on multiprocessor platforms	0
4895	QoS management of real-time data stream queries in distributed environments	1
4896	Design of secure CAMIN application system based on dependable and secure TMO and RT-UCON	3
4897	Design and performance evaluation of confi gurable component middleware for end-to-end adaptation of distributed real-time embedded systems	0
4898	Periodic finite-state machines	3
4899	Experiences from applying WCET analysis in industrial settings	0
4900	Analyzing behavior of concurrent software designs for embedded systems	0
4901	Detection of fractal breakdowns by the novel real-time pattern detection model (enhanced-RTPD + holder exponent) for web applications	0
4902	A timing assumption and a t-resilient protocol for implementing an eventual leader service in asynchronous shared memory systems	0
4903	Mastering complexity in formal analysis of complex systems: Some issues and strategies applied to intelligent transport systems	0
4904	Automated formal verification and testing of C programs for embedded systems	0
4905	A comparative evaluation of EJB implementation methods	0
4906	Cost enforcement in the real-time specification for Java	0
4907	On controllability and feasibility of utilization control in distributed real-time systems	3
4908	Cache-aware timing analysis of streaming applications	0
4909	Probabilistic admission control to govern real-time systems under overload	2
4910	Performance evaluation of incremental training method for face recognition using PCA	0
4911	Specification and analysis of timing requirements for real-time systems in the CBD approach	0
4912	An integrated architecture for future car generations	1
4913	Search and track coordination in multi-ship multi-radar systems using schedulability envelope	0
4914	Intelligent fill pattern and extraction methodology for SoC	0
4915	Implementation of a dominance protocol for wireless medium access	2
4916	Leakage-aware energy-efficient scheduling of real-time tasks in multiprocessor systems	2
4917	Generalized rate analysis for media-processing platforms	0
4918	Design of distributed collaborative application through service aggregation	0
4919	TTL hardware interface: A high-level interface for streaming multiprocessor architectures	1
4920	Dynamic load balancing for multiple processors	2
4921	Extended U-link scheduling to increase the execution efficiency for SMT real-time systems	2
4922	Data freshness and overload handling in embedded systems	2
4923	Characterization and analysis of tasks with offsets: Monotonic transactions	0
4924	Modeling instruction-level parallelism for WCET evaluation	0
4925	Fast cross-spectral image registration using new robust correlation	0
4926	A real-time java virtual machine for avionics - An experience report	0
4927	A software infrastructure for wearable sensor networks	1
4928	Embedding and verification of PSL using ASM	0
4929	Strengthening property preservation in concurrent real-time systems	0
4930	FSF: A real-time scheduling architecture framework	2
4931	Task reweighting under global scheduling on multiprocessors	2
4932	The SIP-RTI: An HLA RTI implementation supporting interoperability	3
4933	Probabilistic timing join over uncertain event streams	0
4934	COS: A configurable OS for embedded SoC systems	0
4935	A delay model for networks-on-chip output-queuing router	0
4936	Optimization of real-time systems timing specifications	0
4937	Causality and proactive cancellation	3
4938	Statistical determination of hybrid threshold parameters for entity state update mechanisms in distributed interactive applications	1
4939	A framework for DRE middleware, an application to DDS	0
4940	A lightweight intrusion-tolerant overlay network	1
4941	MDA-based development in the DECOS integrated architecture-modeling the hardware platform	4
4942	Towards a real-time implementation of the ECMA common language infrastructure	0
4943	Accounting system: A fine-grained CPU resource protection mechanism for Embedded System	0
4944	Memory footprint reduction with quasi-static shared libraries in MMU-less embedded systems	0
4945	A decoupled scheduling approach for distributed real-time embedded automotive systems	2
4946	Wait-free queue algorithms for the real-time Java specification	0
4948	Merge-by-wire: Algorithms and system support	0
4949	An architecture for dynamically reconfigurable real time audio processing systems	0
4950	Peer-to-peer systems	1
4951	Efficient model-checking of dense-time systems with time-convexity analysis	0
4952	Error control based on importance in a remote haptic calligraphy system	0
4953	Design of application-specific incentives in P2P networks	0
4954	Enhanced integration of Java to symbian OS using smart pointers	0
4955	Translating data flow to synchronous block diagrams	0
4956	Testing class libraries for RTSJ safety	0
4957	Low cost smartcams design	0
4958	Load skew in cell-based interest management systems	1
4959	Performance improvement using parallel simulation protocol and time warp for DEVS based applications	2
4960	Urban computing to bridge online and real-world social networks	0
4961	Home is where the hub is? Wireless infrastructures and the nature of domestic culture in Australia	0
4962	The line segment table: A fast region description algorithm	4
4963	Information places: Navigating interfaces between physical and digital space	0
4964	Modeling system security rules with time constraints using timed extended finite state machines	0
4965	Synthesizing certificates in networks of timed automata	0
4966	Intelligent user interfaces for ubiquitous computing	0
4967	Storage optimization through code size reduction for digital signal processors	0
4968	Online synchronous vs. asynchronous software training through the behavioral modeling approach: A longitudinal field experiment	0
4969	Codespaces: Community wireless networks and the reconfiguration of cities	1
4970	An event-driven community in Washington, DC: Forces that influence participation	0
4971	Voices from beyond: Ephemeral histories, locative media and the volatile interface	1
4972	Serialized multitasking code generation from dataflow specification	2
4973	PROMISE: Product lifecycle management and information tracking using smart embedded systems	0
4974	Blocking time monitoring in the real-time specification for Java	0
4975	A stochastic approach for fine grain QoS control	0
4976	Adapting to the user	0
4977	RTProc: A system for rapid real-time prototyping in audio signal processing	0
4978	A virtual platform for multiprocessor real-time embedded systems	1
4979	Testing interval trees for real-time scheduling systems	3
4980	Modeling fixed priority non-preemptive scheduling with real-time calculus	2
4981	Swapping strategy to improve I/O performance of mobile embedded systems using compressed file systems	0
4982	Control-based real-time metadata matching for information dissemination	0
4983	Power-aware data buffer cache management in real-time embedded databases	0
4984	Run time detection of blocking time violations in real-time systems	2
4985	Predicting the behavior of a highly configurable component based real-time system	0
4986	A gravitational task model for target sensitive real-time applications	2
4987	Temporal analysis for adapting concurrent applications to embedded systems	4
4988	Throttling on-disk schedulers to meet soft-real-time requirements	2
4989	Access control for adaptive reservations on multi-user systems	0
4990	Hybrid-Priority scheduling of resource-sharing sporadic task systems	2
4991	Optimizing the implementation of communication in synchronous reactive models	0
4992	Schedulability analysis of MSC-based system models	3
4993	Time-triggered fieldbus networks - State of the art and future applications	3
4994	Lightweight shadow paging for efficient memory isolation in Gandalf VMM	0
4995	Wrong assumptions and neglected areas in real-time systems	0
4996	Distributed real-time traffic data management	3
4998	Starting and resolving a partitioned BRAIN	1
4999	Allowing cycle references by introducing controlled violations of the assignment rules in real-time Java	0
5006	Real-time control and scheduling co-design for efficient jitter handling	2
5007	Code size optimization for embedded processors using commutative transformations	0
5008	Augmenting the CAVE: An initial study into close focused, inward looking, exploration in IPT systems	3
5011	The Java legacy interface	0
5012	GD-aggregate: A WAN virtual topology building tool for hard real-time and embedded applications	1
5013	A real-time database testbed and performance evaluation	0
5014	Fast schedulability analysis using commodity graphics hardware	0
5015	MP-Queue: An efficient communication library for embedded streaming multimedia platforms	0
5016	Relationships between window-based real-time constraints	2
5017	Deterministic simulation of hybrid flow components	0
5018	A grid enabled problem solving environment for Monte Carlo matlab simulations	3
5019	A model-driven framework for the generation of gateways in distributed real-time systems	1
5020	Improving abstraction, encapsulation, and performance within mixed-mode real-time Java applications	0
5021	FL-PCP: Frequency locking for energy-efficient real-time task synchronization	0
5022	Design of low power MAC operator with dual precision mode	0
5023	A deterministic implementation process for accurate and traceable system timing and space analysis	0
5024	A UML-based design framework for time-triggered applications	0
5025	Towards ambient community services	0
5026	Integrating virtual execution platform for accurate analysis in distributed real-time control system development	3
5027	Performance evaluation of the ROSENET network emulation system	1
5028	Actor-oriented modeling and simulation of sliding window image processing algorithms	0
5029	Tactics for minimal interference from class loading in real-time Java™	0
5030	An efficient page lock/release OS mechanism for out-of-core embedded applications	0
5031	Exploiting the concept of activity for dynamic reconfiguration of distributed simulation	0
5032	Distributed multiagent simulation on P2P architecture	3
5033	Modeling real-time garbage collection cost	0
5034	Buffer size reduction through control-flow decomposition	2
5035	A mapping from AADL to Java-RTSJ	0
5036	An approach to improve predictability in communication services in distributed real-time embedded systems	0
5037	Lightweight distributed topology control algorithms For heterogeneous wireless sensor networks	1
5038	Engineering self-coordinating real-time systems	3
5039	Time-predictable task preemption for real-time systems with direct-mapped instruction cache	0
5040	LSynD: Localized Synopsis Diffusion	1
5041	Device modeling for a flexible embedded systems development process	0
5042	Timed-automata semantics and analysis of UML/SPT models with concurrency	0
5043	Enterprise job scheduling for clustered environments	2
5044	Co-scheduling variable execution time requirement real-time tasks and non real-time tasks	0
5045	The global feasibility and schedulability of general task models on multiprocessor platforms	2
5046	Supporting deliberative real-time AI systems: A fixed priority scheduling approach	2
5047	On dominating set allocation policies in real-time wide-area distributed systems	0
5048	A new fast reversible method for image safe transfer	0
5049	Dynamic patching of embedded software	0
5050	Take intelligent risk and optimize decision based on time, available resources and risk tolerance limits	0
5051	An approach for real-time database modeling and performance management	0
5052	Garbage collection-aware utility accrual scheduling	2
5053	Schedulable garbage collection in CLI virtual execution system	2
5054	Real-time approach for cloth simulation	1
5055	On scheduling garbage collector in dynamic real-time systems with statistical timing assurances	2
5056	Detailed simulation of large-scale wireless networks	1
5058	A benchmark approach for compilers in reconfigurable hardware	4
5059	Estimating the worst-case energy consumption of embedded software	0
5060	Moving-window discrete Fourier transform	0
5061	Locality management using multiple SPMs on the Multi-Level Computing Architecture	0
5062	Fragmentation aware placement in reconfigurable devices	0
5063	A generic method for fault injection in circuits	0
5065	FPGA based implementation of MSOVA for CDMA2000 turbo decoder	0
5066	An energy-efficient FEC scheme for weakly hard real-time communications in wireless networks	0
5067	Proximity-aware synchronization within federation communities	1
5068	Processor scheduler for multi-service routers	0
5069	An estimation methodology for designing instruction cache memory of embedded systems	0
5070	Compliance enforcement of temporal and dosage constraints	0
5071	Adaptive interest management via push-pull algorithms	3
5072	Hardware/software co-design of RTOS-based platforms	4
5073	HW/SW co-design and implementation of multi-standard video decoding	4
5074	Security for ubiquitous computing: Problems and proposed solution	0
5075	A capture and access mechanism for accurate recording and playing of 3D virtual environment simulations	1
5076	Combined scheduling of sensing and communication for real-time indoor tracking in assisted living	2
5077	FPGA-based low-level CAN protocol testing	0
5079	Limiting optimism: Time or event count?	0
5080	Instruction scheduling with release times and deadlines on ILP processors	2
5081	Garbage collector scheduling in dynamic, multiprocessor real-time systems	2
5082	Serial ATA host controller: A hardware implementation	4
5083	Network overlays for efficient control of large scale dynamic groups	1
5084	Dynamic reconfiguration for increased functional density	0
5085	Muir hardware synthesis for multimedia applications	4
5086	Loop nest splitting for WCET-optimization and predictability improvement	0
5087	An efficent variable block size selection scheme for the H.264 motion estimation	0
5088	Scalable modeling and performance evaluation of wireless sensor networks	1
5089	Model-based development of embedded systems: the sysweaver approach	0
5090	Better area-time tradeoffs in an expanded design space of adder architecture by parameterizing bit-width of various carry propagated sub-adder-blocks	0
5091	Operating system support for proeedural abstraction in embedded systems	0
5092	The dependency management framework: A case study of the ION CubeSat	0
5093	An efficient SoC dedicated to ultrasonic digital imaging systems	0
5094	ObjSampler: A ubiquitous logging tool for recording encounters with real world objects	4
5095	QoS support for mobile ad-hoc networks based on a reservation pool	1
5096	A novel multipath disjoint routing to support ad hoc wireless sensor networks	1
5097	Deductive glue code synthesis for embedded software systems based on code patterns	0
5098	Modularizing variability and scalability concerns in distributed real-time and embedded systems with modeling tools and component middleware	0
5099	A practical approach to secure Web services	3
5100	Modeling behavioral patterns of concurrent objects using petri nets	0
5101	Complexity management for composable real-time systems	0
5102	Automatic performance visualization of distributed real-time systems	3
5103	Lessons learned applying performance modeling and analysis techniques	0
5104	A flexible, high-precise time synchronization for multi-hop sensor networks	1
5105	Approximation algorithm for periodic real-time tasks with workload-dependent running-time functions	0
5106	Message reordering for the reuse of CAN-based legacy applications in a time-triggered architecture	1
5107	Granularity aware (m, k) queue management for real-time media servers	0
5109	Advances in video coding for hand-held device implementation in networked electronic media	0
5110	Q-SCA: Incorporating QoS support into software communications architecture for SDR waveform processing	0
5111	Real-time camera tracking for mobile devices: The VisiTrack system	0
5113	A method for generating synthetic air tracks	0
5114	Ubiquitous services and business processes	1
5115	"Bionics: Learning from ""The Born"""	3
5116	Trust and accountability	3
5117	Accounting and charging: Guarantees and contracts	1
5118	Navigation becomes travel scouting: The augmented spaces of car navigation systems	0
5122	Multimodal software engineering	0
5123	Chatting to learn: A case study on student experiences of online moderated synchronous discussions in virtual tutorials	0
5126	Exploring student motivations for IP teleconferencing in distance education	0
5127	Urban informatics in China: Exploring the emergence of the Chinese city 2.0	0
5128	Handbook of distance learning for real-time and asynchronous information technology education	0
5129	Mobile speech recognition	0
5130	Controlling bias in optimistic simulations with space uncertain events	0
